0.005,244.8
0.01,197.1
0.015,208.7
0.02,246.3
0.025,244.5
0.03,253.9
0.035,274.8
0.04,273.0
0.045,263.7
0.05,288.7
0.055,245.2
0.06,213.9
0.065,201.7
0.07,291.0
0.075,287.6
0.08,254.3
0.085,251.1
0.09,270.7
0.095,275.3
0.1,259.9
0.105,278.3
0.11,256.6
0.115,230.2
0.12,231.0
0.125,274.5
0.13,290.0
0.135,266.5
0.14,279.2
0.145,289.9
0.15,296.5
0.155,290.9
0.16,298.6
0.165,273.8
0.17,276.3
0.175,282.5
0.18,279.9
0.185,282.3
0.19,263.0
0.195,249.2
0.2,298.0
0.205,300.4
0.21,285.3
0.215,296.6
0.22,263.8
0.225,287.2
0.23,273.0
0.235,280.9
0.24,255.8
0.245,248.1
0.25,278.6
0.255,215.6
0.26,208.6
0.265,200.2
0.27,179.4
0.275,207.0
0.28,203.1
0.285,219.0
0.29,188.7
0.295,189.0
0.3,190.8
0.305,202.6
0.31,200.4
0.315,189.7
0.32,199.7
0.325,189.1
0.33,195.0
0.335,203.3
0.34,200.4
0.345,199.8
0.35,195.9
0.355,203.5
0.36,200.9
0.365,187.5
0.37,205.5
0.375,204.0
0.38,215.7
0.385,202.8
0.39,214.3
0.395,204.4
0.4,185.3
0.405,196.0
0.41,209.1
0.415,191.3
0.42,219.0
0.425,200.6
0.43,194.7
0.435,173.4
0.44,212.6
0.445,219.7
0.45,217.9
0.455,205.0
0.46,211.2
0.465,209.3
0.47,225.4
0.475,191.5
0.48,212.0
0.485,224.3
0.49,198.3
0.495,220.6
0.5,210.5
0.505,176.4
0.51,148.2
0.515,174.5
0.52,189.2
0.525,182.5
0.53,185.7
0.535,146.1
0.54,157.8
0.545,178.3
0.55,186.8
0.555,193.8
0.56,174.5
0.565,162.4
0.57,192.3
0.575,199.9
0.58,185.9
0.585,196.0
0.59,189.7
0.595,172.1
0.6,196.5
0.605,181.9
0.61,184.1
0.615,169.3
0.62,182.7
0.625,198.4
0.63,179.3
0.635,171.1
0.64,183.5
0.645,190.0
0.65,187.0
0.655,192.9
0.66,173.9
0.665,196.2
0.67,182.6
0.675,168.9
0.68,198.3
0.685,176.9
0.69,183.8
0.695,176.8
0.7,186.2
0.705,178.6
0.71,180.9
0.715,183.6
0.72,174.6
0.725,175.7
0.73,180.1
0.735,185.6
0.74,195.5
0.745,183.2
0.75,193.7
0.755,178.1
0.76,180.8
0.765,192.0
0.77,200.4
0.775,173.9
0.78,188.6
0.785,188.4
0.79,176.7
0.795,187.4
0.8,194.6
0.805,193.3
0.81,181.7
0.815,187.0
0.82,189.4
0.825,185.1
0.83,179.1
0.835,186.5
0.84,199.2
0.845,192.4
0.85,181.5
0.855,183.8
0.86,193.2
0.865,193.4
0.87,164.9
0.875,183.5
0.88,183.3
0.885,185.4
0.89,187.6
0.895,192.1
0.9,186.7
0.905,192.6
0.91,187.4
0.915,201.2
0.92,198.6
0.925,190.9
0.93,193.9
0.935,183.7
0.94,185.9
0.945,187.2
0.95,190.3
0.955,182.2
0.96,171.6
0.965,180.3
0.97,185.1
0.975,192.2
0.98,178.0
0.985,187.9
0.99,193.4
0.995,185.6
1.0,173.7
1.005,171.6
1.01,169.8
1.015,186.6
1.02,183.2
1.025,178.3
1.03,191.0
1.035,177.0
1.04,177.0
1.045,188.1
1.05,178.9
1.055,172.5
1.06,189.5
1.065,170.8
1.07,181.8
1.075,194.0
1.08,217.3
1.085,226.8
1.09,228.7
1.095,227.4
1.1,172.4
1.105,196.8
1.11,227.7
1.115,226.0
1.12,234.0
1.125,171.7
1.13,201.1
1.135,179.7
1.14,184.6
1.145,215.2
1.15,190.8
1.155,196.7
1.16,194.2
1.165,215.1
1.17,209.5
1.175,203.3
1.18,196.4
1.185,193.0
1.19,193.8
1.195,186.8
1.2,200.7
1.205,193.9
1.21,195.8
1.215,195.2
1.22,197.7
1.225,206.0
1.23,201.8
1.235,199.2
1.24,205.6
1.245,216.0
1.25,198.0
1.255,205.2
1.26,201.3
1.265,197.7
1.27,192.5
1.275,202.3
1.28,198.9
1.285,202.1
1.29,202.8
1.295,203.7
1.3,197.9
1.305,198.6
1.31,202.9
1.315,198.9
1.32,196.9
1.325,226.3
1.33,226.6
1.335,197.1
1.34,207.7
1.345,208.7
1.35,214.0
1.355,208.5
1.36,202.9
1.365,205.5
1.37,209.4
1.375,209.4
1.38,196.4
1.385,193.0
1.39,192.5
1.395,204.4
1.4,201.3
1.405,192.5
1.41,199.7
1.415,195.5
1.42,200.2
1.425,205.0
1.43,196.9
1.435,203.3
1.44,200.5
1.445,206.7
1.45,244.0
1.455,208.2
1.46,201.7
1.465,201.9
1.47,205.4
1.475,204.2
1.48,200.5
1.485,183.4
1.49,223.2
1.495,254.0
1.5,181.4
